date,store_id,store_name,lat,lon,total_sales,ice_sales,hot_sales,transactions
2026-07-03,hongdae,홍대점,37.5563,126.9236,733026,303766,429260,158
2026-07-04,hongdae,홍대점,37.5563,126.9236,897387,493922,403465,193
2026-07-05,hongdae,홍대점,37.5563,126.9236,581255,316203,265052,122
2026-07-06,hongdae,홍대점,37.5563,126.9236,513591,211599,301992,113
2026-07-07,hongdae,홍대점,37.5563,126.9236,561367,233978,327389,120
2026-07-08,hongdae,홍대점,37.5563,126.9236,638490,255396,383094,137
2026-07-09,hongdae,홍대점,37.5563,126.9236,494162,191340,302822,105
2026-07-10,hongdae,홍대점,37.5563,126.9236,633597,254959,378638,137
2025-07-01,pangyo,판교점,37.3943,127.111,520049,215092,304957,114
2025-07-02,pangyo,판교점,37.3943,127.111,644304,269061,375243,139
2025-07-03,pangyo,판교점,37.3943,127.111,703954,383514,320440,149
2025-07-04,pangyo,판교점,37.3943,127.111,711751,294380,417371,155
2025-07-05,pangyo,판교점,37.3943,127.111,814874,449810,365064,178
2025-07-06,pangyo,판교점,37.3943,127.111,747035,415351,331684,157
2025-07-07,pangyo,판교점,37.3943,127.111,578053,326947,251106,121
2025-07-08,pangyo,판교점,37.3943,127.111,729607,421421,308186,154
2025-07-09,pangyo,판교점,37.3943,127.111,599614,346817,252797,132
2025-07-10,pangyo,판교점,37.3943,127.111,621989,359261,262728,134
2025-07-11,pangyo,판교점,37.3943,127.111,681744,394866,286878,145
2025-07-12,pangyo,판교점,37.3943,127.111,731241,428800,302441,155
2025-07-13,pangyo,판교점,37.3943,127.111,686344,372822,313522,148
2025-07-14,pangyo,판교점,37.3943,127.111,597165,232655,364510,131
2025-07-15,pangyo,판교점,37.3943,127.111,583743,220421,363322,125
2025-07-16,pangyo,판교점,37.3943,127.111,472708,175847,296861,101
2025-07-17,pangyo,판교점,37.3943,127.111,563305,216309,346996,120
2025-07-18,pangyo,판교점,37.3943,127.111,551050,217775,333275,119
2025-07-19,pangyo,판교점,37.3943,127.111,685105,275138,409967,148
2025-07-20,pangyo,판교점,37.3943,127.111,623680,338783,284897,133
2025-07-21,pangyo,판교점,37.3943,127.111,579629,240662,338967,129
2025-07-22,pangyo,판교점,37.3943,127.111,596290,324382,271908,127
2025-07-23,pangyo,판교점,37.3943,127.111,749131,414719,334412,160
2025-07-24,pangyo,판교점,37.3943,127.111,648561,361638,286923,138
2025-07-25,pangyo,판교점,37.3943,127.111,607028,351105,255923,130
2025-07-26,pangyo,판교점,37.3943,127.111,760368,437972,322396,163
2025-07-27,pangyo,판교점,37.3943,127.111,819495,481207,338288,178
2025-07-28,pangyo,판교점,37.3943,127.111,726157,431628,294529,154
2025-07-29,pangyo,판교점,37.3943,127.111,592131,355279,236852,127
2025-07-30,pangyo,판교점,37.3943,127.111,622537,364558,257979,132
2025-07-31,pangyo,판교점,37.3943,127.111,718640,415086,303554,155
2025-08-01,pangyo,판교점,37.3943,127.111,644912,376629,268283,142
2025-08-02,pangyo,판교점,37.3943,127.111,685176,402335,282841,149
2025-08-03,pangyo,판교점,37.3943,127.111,691753,382401,309352,144
2025-08-04,pangyo,판교점,37.3943,127.111,612880,342232,270648,135
2025-08-05,pangyo,판교점,37.3943,127.111,668081,363436,304645,143
2025-08-06,pangyo,판교점,37.3943,127.111,477910,194987,282923,108
2025-08-07,pangyo,판교점,37.3943,127.111,648300,350601,297699,143
2025-08-08,pangyo,판교점,37.3943,127.111,613712,255304,358408,135
2025-08-09,pangyo,판교점,37.3943,127.111,640509,249542,390967,140
2025-08-10,pangyo,판교점,37.3943,127.111,811139,441260,369879,172
2025-08-11,pangyo,판교점,37.3943,127.111,662889,261974,400915,145
2025-08-12,pangyo,판교점,37.3943,127.111,749207,409367,339840,163
2025-08-13,pangyo,판교점,37.3943,127.111,566843,225830,341013,122
2025-08-14,pangyo,판교점,37.3943,127.111,475705,189521,286184,105
2025-08-15,pangyo,판교점,37.3943,127.111,650054,352589,297465,139
2025-08-16,pangyo,판교점,37.3943,127.111,877371,481501,395870,190
2025-08-17,pangyo,판교점,37.3943,127.111,772200,419459,352741,165
2025-08-18,pangyo,판교점,37.3943,127.111,709079,388575,320504,151
2025-08-19,pangyo,판교점,37.3943,127.111,743926,405291,338635,159
2025-08-20,pangyo,판교점,37.3943,127.111,573437,314243,259194,121
2025-08-21,pangyo,판교점,37.3943,127.111,659943,364816,295127,141
2025-08-22,pangyo,판교점,37.3943,127.111,661253,366070,295183,146
2025-08-23,pangyo,판교점,37.3943,127.111,865726,480651,385075,181
2025-08-24,pangyo,판교점,37.3943,127.111,685530,388833,296697,144
2025-08-25,pangyo,판교점,37.3943,127.111,571534,319145,252389,123
2025-08-26,pangyo,판교점,37.3943,127.111,587594,243969,343625,125
2025-08-27,pangyo,판교점,37.3943,127.111,709727,385524,324203,153
2025-08-28,pangyo,판교점,37.3943,127.111,644309,270094,374215,138
2025-08-29,pangyo,판교점,37.3943,127.111,492391,269042,223349,110
2025-08-30,pangyo,판교점,37.3943,127.111,834809,457475,377334,177
2025-08-31,pangyo,판교점,37.3943,127.111,642265,348365,293900,138
2025-09-01,pangyo,판교점,37.3943,127.111,533554,218544,315010,116
2025-09-02,pangyo,판교점,37.3943,127.111,741399,304270,437129,159
2025-09-03,pangyo,판교점,37.3943,127.111,722006,391616,330390,152
2025-09-04,pangyo,판교점,37.3943,127.111,517209,211021,306188,114
2025-09-05,pangyo,판교점,37.3943,127.111,712717,390569,322148,149
2025-09-06,pangyo,판교점,37.3943,127.111,582418,244150,338268,126
2025-09-07,pangyo,판교점,37.3943,127.111,699138,281333,417805,153
2025-09-08,pangyo,판교점,37.3943,127.111,758774,297439,461335,161
2025-09-09,pangyo,판교점,37.3943,127.111,743809,285623,458186,157
2025-09-10,pangyo,판교점,37.3943,127.111,593021,243376,349645,131
2025-09-11,pangyo,판교점,37.3943,127.111,619970,257908,362062,133
2025-09-12,pangyo,판교점,37.3943,127.111,493893,189655,304238,110
2025-09-13,pangyo,판교점,37.3943,127.111,614650,238976,375674,134
2025-09-14,pangyo,판교점,37.3943,127.111,698212,280402,417810,148
2025-09-15,pangyo,판교점,37.3943,127.111,703242,286923,416319,147
2025-09-16,pangyo,판교점,37.3943,127.111,601631,240171,361460,130
2025-09-17,pangyo,판교점,37.3943,127.111,541625,201485,340140,120
2025-09-18,pangyo,판교점,37.3943,127.111,731479,275036,456443,154
2025-09-19,pangyo,판교점,37.3943,127.111,553375,190361,363014,115
2025-09-20,pangyo,판교점,37.3943,127.111,626638,225590,401048,136
2025-09-21,pangyo,판교점,37.3943,127.111,865419,326782,538637,186
2025-09-22,pangyo,판교점,37.3943,127.111,631100,235779,395321,136
2025-09-23,pangyo,판교점,37.3943,127.111,728931,271162,457769,154
2025-09-24,pangyo,판교점,37.3943,127.111,563590,211459,352131,123
2025-09-25,pangyo,판교점,37.3943,127.111,608792,231828,376964,127
2025-09-26,pangyo,판교점,37.3943,127.111,717629,271551,446078,154
2025-09-27,pangyo,판교점,37.3943,127.111,878312,345704,532608,185
2025-09-28,pangyo,판교점,37.3943,127.111,551204,197552,353652,118
2025-09-29,pangyo,판교점,37.3943,127.111,621652,226281,395371,134
2025-09-30,pangyo,판교점,37.3943,127.111,592902,214393,378509,129
2025-10-01,pangyo,판교점,37.3943,127.111,610971,225326,385645,130
2025-10-02,pangyo,판교점,37.3943,127.111,597992,225802,372190,132
2025-10-03,pangyo,판교점,37.3943,127.111,554611,201435,353176,119
2025-10-04,pangyo,판교점,37.3943,127.111,851246,311897,539349,182
2025-10-05,pangyo,판교점,37.3943,127.111,805142,293072,512070,173
2025-10-06,pangyo,판교점,37.3943,127.111,482979,163826,319153,101
2025-10-07,pangyo,판교점,37.3943,127.111,532946,186318,346628,117
2025-10-08,pangyo,판교점,37.3943,127.111,628377,242302,386075,133
2025-10-09,pangyo,판교점,37.3943,127.111,712118,254653,457465,149
2025-10-10,pangyo,판교점,37.3943,127.111,603658,197034,406624,129
2025-10-11,pangyo,판교점,37.3943,127.111,575182,217649,357533,122
2025-10-12,pangyo,판교점,37.3943,127.111,853755,302571,551184,183
2025-10-13,pangyo,판교점,37.3943,127.111,617950,200216,417734,130
2025-10-14,pangyo,판교점,37.3943,127.111,614496,205487,409009,135
2025-10-15,pangyo,판교점,37.3943,127.111,494123,183418,310705,105
2025-10-16,pangyo,판교점,37.3943,127.111,623441,230424,393017,133
2025-10-17,pangyo,판교점,37.3943,127.111,465212,171198,294014,101
2025-10-18,pangyo,판교점,37.3943,127.111,639615,205188,434427,137
2025-10-19,pangyo,판교점,37.3943,127.111,836615,275748,560867,181
2025-10-20,pangyo,판교점,37.3943,127.111,613700,184110,429590,128
2025-10-21,pangyo,판교점,37.3943,127.111,667916,200375,467541,142
2025-10-22,pangyo,판교점,37.3943,127.111,663166,213805,449361,145
2025-10-23,pangyo,판교점,37.3943,127.111,730158,239492,490666,154
2025-10-24,pangyo,판교점,37.3943,127.111,686349,228417,457932,149
2025-10-25,pangyo,판교점,37.3943,127.111,873117,275905,597212,183
2025-10-26,pangyo,판교점,37.3943,127.111,683851,205155,478696,143
2025-10-27,pangyo,판교점,37.3943,127.111,745561,223668,521893,159
2025-10-28,pangyo,판교점,37.3943,127.111,598933,179680,419253,129
2025-10-29,pangyo,판교점,37.3943,127.111,680377,205746,474631,143
2025-10-30,pangyo,판교점,37.3943,127.111,729147,226327,502820,153
2025-10-31,pangyo,판교점,37.3943,127.111,664715,217495,447220,146
2025-11-01,pangyo,판교점,37.3943,127.111,736127,221427,514700,154
2025-11-02,pangyo,판교점,37.3943,127.111,814269,244281,569988,173
2025-11-03,pangyo,판교점,37.3943,127.111,740545,222164,518381,162
2025-11-04,pangyo,판교점,37.3943,127.111,595370,178611,416759,132
2025-11-05,pangyo,판교점,37.3943,127.111,740108,225585,514523,159
2025-11-06,pangyo,판교점,37.3943,127.111,746471,233496,512975,162
2025-11-07,pangyo,판교점,37.3943,127.111,686735,223601,463134,150
2025-11-08,pangyo,판교점,37.3943,127.111,822601,250729,571872,172
2025-11-09,pangyo,판교점,37.3943,127.111,793839,240692,553147,167
2025-11-10,pangyo,판교점,37.3943,127.111,643136,192941,450195,139
2025-11-11,pangyo,판교점,37.3943,127.111,720143,216043,504100,155
2025-11-12,pangyo,판교점,37.3943,127.111,705242,211573,493669,155
2025-11-13,pangyo,판교점,37.3943,127.111,647074,197228,449846,140
2025-11-14,pangyo,판교점,37.3943,127.111,718710,215613,503097,153
2025-11-15,pangyo,판교점,37.3943,127.111,826520,247956,578564,175
2025-11-16,pangyo,판교점,37.3943,127.111,800746,244067,556679,169
2025-11-17,pangyo,판교점,37.3943,127.111,610798,183239,427559,130
2025-11-18,pangyo,판교점,37.3943,127.111,756911,227073,529838,160
2025-11-19,pangyo,판교점,37.3943,127.111,679452,203836,475616,149
2025-11-20,pangyo,판교점,37.3943,127.111,659715,197915,461800,144
2025-11-21,pangyo,판교점,37.3943,127.111,658006,197402,460604,142
2025-11-22,pangyo,판교점,37.3943,127.111,836490,250947,585543,177
2025-11-23,pangyo,판교점,37.3943,127.111,761083,228325,532758,160
2025-11-24,pangyo,판교점,37.3943,127.111,709406,215659,493747,148
2025-11-25,pangyo,판교점,37.3943,127.111,620224,186067,434157,133
2025-11-26,pangyo,판교점,37.3943,127.111,655543,196663,458880,142
2025-11-27,pangyo,판교점,37.3943,127.111,536764,161029,375735,113
2025-11-28,pangyo,판교점,37.3943,127.111,683054,204916,478138,143
2025-11-29,pangyo,판교점,37.3943,127.111,675905,202772,473133,145
2025-11-30,pangyo,판교점,37.3943,127.111,820580,247487,573093,173
2025-12-01,pangyo,판교점,37.3943,127.111,734557,220367,514190,156
2025-12-02,pangyo,판교점,37.3943,127.111,629250,188775,440475,133
2025-12-03,pangyo,판교점,37.3943,127.111,590585,177176,413409,129
2025-12-04,pangyo,판교점,37.3943,127.111,778433,233530,544903,163
2025-12-05,pangyo,판교점,37.3943,127.111,687179,206154,481025,143
2025-12-06,pangyo,판교점,37.3943,127.111,865562,259669,605893,186
2025-12-07,pangyo,판교점,37.3943,127.111,705252,211576,493676,150
2025-12-08,pangyo,판교점,37.3943,127.111,666156,199847,466309,143
2025-12-09,pangyo,판교점,37.3943,127.111,578324,173497,404827,125
2025-12-10,pangyo,판교점,37.3943,127.111,774019,232206,541813,163
2025-12-11,pangyo,판교점,37.3943,127.111,566105,169832,396273,122
2025-12-12,pangyo,판교점,37.3943,127.111,628622,188587,440035,139
2025-12-13,pangyo,판교점,37.3943,127.111,667308,200192,467116,143
2025-12-14,pangyo,판교점,37.3943,127.111,726238,217871,508367,152
2025-12-15,pangyo,판교점,37.3943,127.111,707586,212276,495310,155
2025-12-16,pangyo,판교점,37.3943,127.111,549465,164840,384625,121
2025-12-17,pangyo,판교점,37.3943,127.111,601100,180330,420770,128
2025-12-18,pangyo,판교점,37.3943,127.111,594096,178229,415867,124
2025-12-19,pangyo,판교점,37.3943,127.111,583779,175134,408645,124
2025-12-20,pangyo,판교점,37.3943,127.111,714088,214226,499862,152
2025-12-21,pangyo,판교점,37.3943,127.111,803359,241008,562351,171
2025-12-22,pangyo,판교점,37.3943,127.111,722385,216716,505669,158
2025-12-23,pangyo,판교점,37.3943,127.111,596656,178997,417659,126
2025-12-24,pangyo,판교점,37.3943,127.111,644616,193385,451231,137
2025-12-25,pangyo,판교점,37.3943,127.111,600533,180160,420373,126
2025-12-26,pangyo,판교점,37.3943,127.111,766781,230034,536747,161
2025-12-27,pangyo,판교점,37.3943,127.111,816011,244803,571208,177
2025-12-28,pangyo,판교점,37.3943,127.111,729056,218717,510339,155
2025-12-29,pangyo,판교점,37.3943,127.111,681231,204369,476862,143
2025-12-30,pangyo,판교점,37.3943,127.111,624646,187394,437252,131
2025-12-31,pangyo,판교점,37.3943,127.111,619112,185734,433378,133
2026-01-01,pangyo,판교점,37.3943,127.111,725460,217638,507822,156
2026-01-02,pangyo,판교점,37.3943,127.111,772868,231860,541008,162
2026-01-03,pangyo,판교점,37.3943,127.111,813317,243995,569322,176
2026-01-04,pangyo,판교점,37.3943,127.111,745509,223653,521856,161
2026-01-05,pangyo,판교점,37.3943,127.111,755037,226511,528526,158
2026-01-06,pangyo,판교점,37.3943,127.111,771717,231515,540202,167
2026-01-07,pangyo,판교점,37.3943,127.111,666647,199994,466653,139
2026-01-08,pangyo,판교점,37.3943,127.111,665866,199760,466106,145
2026-01-09,pangyo,판교점,37.3943,127.111,660249,198075,462174,138
2026-01-10,pangyo,판교점,37.3943,127.111,676006,202802,473204,145
2026-01-11,pangyo,판교점,37.3943,127.111,877237,263171,614066,187
2026-01-12,pangyo,판교점,37.3943,127.111,492584,147775,344809,103
2026-01-13,pangyo,판교점,37.3943,127.111,680399,204120,476279,148
2026-01-14,pangyo,판교점,37.3943,127.111,612693,183808,428885,132
2026-01-15,pangyo,판교점,37.3943,127.111,618965,185690,433275,135
2026-01-16,pangyo,판교점,37.3943,127.111,583729,175119,408610,123
2026-01-17,pangyo,판교점,37.3943,127.111,673422,202027,471395,147
2026-01-18,pangyo,판교점,37.3943,127.111,817788,245336,572452,177
2026-01-19,pangyo,판교점,37.3943,127.111,605007,181502,423505,131
2026-01-20,pangyo,판교점,37.3943,127.111,743891,223167,520724,162
2026-01-21,pangyo,판교점,37.3943,127.111,594347,178304,416043,128
2026-01-22,pangyo,판교점,37.3943,127.111,693813,208144,485669,145
2026-01-23,pangyo,판교점,37.3943,127.111,666148,199844,466304,144
2026-01-24,pangyo,판교점,37.3943,127.111,780608,234182,546426,165
2026-01-25,pangyo,판교점,37.3943,127.111,843925,253178,590747,183
2026-01-26,pangyo,판교점,37.3943,127.111,690733,207220,483513,150
2026-01-27,pangyo,판교점,37.3943,127.111,608464,182539,425925,132
2026-01-28,pangyo,판교점,37.3943,127.111,676822,203047,473775,142
2026-01-29,pangyo,판교점,37.3943,127.111,747353,224206,523147,160
2026-01-30,pangyo,판교점,37.3943,127.111,592386,177716,414670,131
2026-01-31,pangyo,판교점,37.3943,127.111,860068,258020,602048,183
2026-02-01,pangyo,판교점,37.3943,127.111,733847,220154,513693,154
2026-02-02,pangyo,판교점,37.3943,127.111,586984,176095,410889,126
2026-02-03,pangyo,판교점,37.3943,127.111,682542,204763,477779,149
2026-02-04,pangyo,판교점,37.3943,127.111,779005,233702,545303,165
2026-02-05,pangyo,판교점,37.3943,127.111,685035,205511,479524,144
2026-02-06,pangyo,판교점,37.3943,127.111,635359,190608,444751,139
2026-02-07,pangyo,판교점,37.3943,127.111,760314,228094,532220,165
2026-02-08,pangyo,판교점,37.3943,127.111,798020,239406,558614,171
2026-02-09,pangyo,판교점,37.3943,127.111,757175,227153,530022,164
2026-02-10,pangyo,판교점,37.3943,127.111,621350,186405,434945,132
2026-02-11,pangyo,판교점,37.3943,127.111,653568,196070,457498,140
2026-02-12,pangyo,판교점,37.3943,127.111,702151,210645,491506,149
2026-02-13,pangyo,판교점,37.3943,127.111,678448,203534,474914,143
2026-02-14,pangyo,판교점,37.3943,127.111,692169,207651,484518,148
2026-02-15,pangyo,판교점,37.3943,127.111,751657,225497,526160,161
2026-02-16,pangyo,판교점,37.3943,127.111,619470,185841,433629,136
2026-02-17,pangyo,판교점,37.3943,127.111,770676,231203,539473,168
2026-02-18,pangyo,판교점,37.3943,127.111,774449,232335,542114,167
2026-02-19,pangyo,판교점,37.3943,127.111,626301,187890,438411,137
2026-02-20,pangyo,판교점,37.3943,127.111,720577,216173,504404,156
2026-02-21,pangyo,판교점,37.3943,127.111,712845,216705,496140,155
2026-02-22,pangyo,판교점,37.3943,127.111,681696,204509,477187,148
2026-02-23,pangyo,판교점,37.3943,127.111,766669,230001,536668,161
2026-02-24,pangyo,판교점,37.3943,127.111,611678,183503,428175,134
2026-02-25,pangyo,판교점,37.3943,127.111,705301,211590,493711,155
2026-02-26,pangyo,판교점,37.3943,127.111,678312,203494,474818,147
2026-02-27,pangyo,판교점,37.3943,127.111,765861,229758,536103,162
2026-02-28,pangyo,판교점,37.3943,127.111,851964,255589,596375,178
2026-03-01,pangyo,판교점,37.3943,127.111,855902,256771,599131,184
2026-03-02,pangyo,판교점,37.3943,127.111,544352,163306,381046,116
2026-03-03,pangyo,판교점,37.3943,127.111,637695,191309,446386,134
2026-03-04,pangyo,판교점,37.3943,127.111,734451,220335,514116,159
2026-03-05,pangyo,판교점,37.3943,127.111,470422,141127,329295,104
2026-03-06,pangyo,판교점,37.3943,127.111,736538,220961,515577,153
2026-03-07,pangyo,판교점,37.3943,127.111,832320,249696,582624,180
2026-03-08,pangyo,판교점,37.3943,127.111,887420,266226,621194,191
2026-03-09,pangyo,판교점,37.3943,127.111,594451,178335,416116,125
2026-03-10,pangyo,판교점,37.3943,127.111,662474,198742,463732,140
2026-03-11,pangyo,판교점,37.3943,127.111,674309,202293,472016,141
2026-03-12,pangyo,판교점,37.3943,127.111,644327,193298,451029,135
2026-03-13,pangyo,판교점,37.3943,127.111,654289,196287,458002,136
2026-03-14,pangyo,판교점,37.3943,127.111,689594,206878,482716,147
2026-03-15,pangyo,판교점,37.3943,127.111,683900,205170,478730,145
2026-03-16,pangyo,판교점,37.3943,127.111,711282,213385,497897,152
2026-03-17,pangyo,판교점,37.3943,127.111,613274,183982,429292,132
2026-03-18,pangyo,판교점,37.3943,127.111,614239,184272,429967,129
2026-03-19,pangyo,판교점,37.3943,127.111,759317,227795,531522,165
2026-03-20,pangyo,판교점,37.3943,127.111,584299,175290,409009,129
2026-03-21,pangyo,판교점,37.3943,127.111,770728,231218,539510,163
2026-03-22,pangyo,판교점,37.3943,127.111,730197,225485,504712,160
2026-03-23,pangyo,판교점,37.3943,127.111,758251,239001,519250,163
2026-03-24,pangyo,판교점,37.3943,127.111,580401,180156,400245,124
2026-03-25,pangyo,판교점,37.3943,127.111,606009,192953,413056,130
2026-03-26,pangyo,판교점,37.3943,127.111,703485,228492,474993,153
2026-03-27,pangyo,판교점,37.3943,127.111,727496,228725,498771,157
2026-03-28,pangyo,판교점,37.3943,127.111,880609,282499,598110,188
2026-03-29,pangyo,판교점,37.3943,127.111,805499,266781,538718,173
2026-03-30,pangyo,판교점,37.3943,127.111,621654,206389,415265,135
2026-03-31,pangyo,판교점,37.3943,127.111,532235,169889,362346,115
2026-04-01,pangyo,판교점,37.3943,127.111,765885,236505,529380,167
2026-04-02,pangyo,판교점,37.3943,127.111,659312,201486,457826,140
2026-04-03,pangyo,판교점,37.3943,127.111,646186,218152,428034,139
2026-04-04,pangyo,판교점,37.3943,127.111,662214,217736,444478,145
2026-04-05,pangyo,판교점,37.3943,127.111,735793,223092,512701,159
2026-04-06,pangyo,판교점,37.3943,127.111,709599,212880,496719,156
2026-04-07,pangyo,판교점,37.3943,127.111,646658,193997,452661,135
2026-04-08,pangyo,판교점,37.3943,127.111,605333,181600,423733,129
2026-04-09,pangyo,판교점,37.3943,127.111,492998,147899,345099,110
2026-04-10,pangyo,판교점,37.3943,127.111,508482,152545,355937,108
2026-04-11,pangyo,판교점,37.3943,127.111,744133,229193,514940,160
2026-04-12,pangyo,판교점,37.3943,127.111,800631,275417,525214,168
2026-04-13,pangyo,판교점,37.3943,127.111,746039,280511,465528,163
2026-04-14,pangyo,판교점,37.3943,127.111,662298,251673,410625,145
2026-04-15,pangyo,판교점,37.3943,127.111,620675,229401,391274,133
2026-04-16,pangyo,판교점,37.3943,127.111,676307,256997,419310,142
2026-04-17,pangyo,판교점,37.3943,127.111,603856,206760,397096,134
2026-04-18,pangyo,판교점,37.3943,127.111,895239,347353,547886,191
2026-04-19,pangyo,판교점,37.3943,127.111,790169,324285,465884,169
2026-04-20,pangyo,판교점,37.3943,127.111,695439,221984,473455,150
2026-04-21,pangyo,판교점,37.3943,127.111,763761,246848,516913,159
2026-04-22,pangyo,판교점,37.3943,127.111,663541,220826,442715,140
2026-04-23,pangyo,판교점,37.3943,127.111,578253,206783,371470,124
2026-04-24,pangyo,판교점,37.3943,127.111,777395,297898,479497,168
2026-04-25,pangyo,판교점,37.3943,127.111,774188,298527,475661,168
2026-04-26,pangyo,판교점,37.3943,127.111,850724,315789,534935,184
2026-04-27,pangyo,판교점,37.3943,127.111,540053,191827,348226,119
2026-04-28,pangyo,판교점,37.3943,127.111,584266,175280,408986,127
2026-04-29,pangyo,판교점,37.3943,127.111,578187,190570,387617,126
2026-04-30,pangyo,판교점,37.3943,127.111,674596,235299,439297,146
2026-05-01,pangyo,판교점,37.3943,127.111,779986,283291,496695,168
2026-05-02,pangyo,판교점,37.3943,127.111,879596,316655,562941,188
2026-05-03,pangyo,판교점,37.3943,127.111,539233,161770,377463,114
2026-05-04,pangyo,판교점,37.3943,127.111,605606,199123,406483,130
2026-05-05,pangyo,판교점,37.3943,127.111,605120,204773,400347,132
2026-05-06,pangyo,판교점,37.3943,127.111,749082,273265,475817,159
2026-05-07,pangyo,판교점,37.3943,127.111,637618,222401,415217,137
2026-05-08,pangyo,판교점,37.3943,127.111,691595,229610,461985,148
2026-05-09,pangyo,판교점,37.3943,127.111,738997,262492,476505,159
2026-05-10,pangyo,판교점,37.3943,127.111,889721,331688,558033,187
2026-05-11,pangyo,판교점,37.3943,127.111,587684,213447,374237,130
2026-05-12,pangyo,판교점,37.3943,127.111,676191,249920,426271,147
2026-05-13,pangyo,판교점,37.3943,127.111,738742,283677,455065,159
2026-05-14,pangyo,판교점,37.3943,127.111,638831,351102,287729,140
2026-05-15,pangyo,판교점,37.3943,127.111,716933,395747,321186,153
2026-05-16,pangyo,판교점,37.3943,127.111,749500,405929,343571,160
2026-05-17,pangyo,판교점,37.3943,127.111,899141,485536,413605,189
2026-05-18,pangyo,판교점,37.3943,127.111,640856,347600,293256,134
2026-05-19,pangyo,판교점,37.3943,127.111,695807,266077,429730,147
2026-05-20,pangyo,판교점,37.3943,127.111,542851,189346,353505,119
2026-05-21,pangyo,판교점,37.3943,127.111,589376,196144,393232,123
2026-05-22,pangyo,판교점,37.3943,127.111,698479,265422,433057,147
2026-05-23,pangyo,판교점,37.3943,127.111,874864,318450,556414,188
2026-05-24,pangyo,판교점,37.3943,127.111,831630,325999,505631,181
2026-05-25,pangyo,판교점,37.3943,127.111,628320,254847,373473,138
2026-05-26,pangyo,판교점,37.3943,127.111,582217,238476,343741,129
2026-05-27,pangyo,판교점,37.3943,127.111,519616,198701,320915,109
2026-05-28,pangyo,판교점,37.3943,127.111,623843,238558,385285,130
2026-05-29,pangyo,판교점,37.3943,127.111,698203,267551,430652,146
2026-05-30,pangyo,판교점,37.3943,127.111,842262,334883,507379,178
2026-05-31,pangyo,판교점,37.3943,127.111,868441,359187,509254,189
2026-06-01,pangyo,판교점,37.3943,127.111,689558,278030,411528,150
2026-06-02,pangyo,판교점,37.3943,127.111,715322,387991,327331,151
2026-06-03,pangyo,판교점,37.3943,127.111,716509,389781,326728,154
2026-06-04,pangyo,판교점,37.3943,127.111,580158,236240,343918,122
2026-06-05,pangyo,판교점,37.3943,127.111,717758,271025,446733,153
2026-06-06,pangyo,판교점,37.3943,127.111,812561,323724,488837,173
2026-06-07,pangyo,판교점,37.3943,127.111,878193,332308,545885,186
2026-06-08,pangyo,판교점,37.3943,127.111,561587,221041,340546,119
2026-06-09,pangyo,판교점,37.3943,127.111,677604,275920,401684,142
2026-06-10,pangyo,판교점,37.3943,127.111,683733,265288,418445,144
2026-06-11,pangyo,판교점,37.3943,127.111,709989,274340,435649,156
2026-06-12,pangyo,판교점,37.3943,127.111,756488,301385,455103,165
2026-06-13,pangyo,판교점,37.3943,127.111,797859,441695,356164,172
2026-06-14,pangyo,판교점,37.3943,127.111,630923,340698,290225,136
2026-06-15,pangyo,판교점,37.3943,127.111,611650,342035,269615,134
2026-06-16,pangyo,판교점,37.3943,127.111,712127,400500,311627,148
2026-06-17,pangyo,판교점,37.3943,127.111,643216,362774,280442,142
2026-06-18,pangyo,판교점,37.3943,127.111,579338,321648,257690,127
2026-06-19,pangyo,판교점,37.3943,127.111,597117,337729,259388,130
2026-06-20,pangyo,판교점,37.3943,127.111,657841,242612,415229,142
2026-06-21,pangyo,판교점,37.3943,127.111,823739,319611,504128,173
2026-06-22,pangyo,판교점,37.3943,127.111,541189,209981,331208,117
2026-06-23,pangyo,판교점,37.3943,127.111,608734,247389,361345,127
2026-06-24,pangyo,판교점,37.3943,127.111,702070,278581,423489,153
2026-06-25,pangyo,판교점,37.3943,127.111,644941,243530,401411,136
2026-06-26,pangyo,판교점,37.3943,127.111,660349,261498,398851,139
2026-06-27,pangyo,판교점,37.3943,127.111,855703,470294,385409,180
2026-06-28,pangyo,판교점,37.3943,127.111,690982,375894,315088,148
2026-06-29,pangyo,판교점,37.3943,127.111,759259,418504,340755,162
2026-06-30,pangyo,판교점,37.3943,127.111,649287,359965,289322,142
2026-07-01,pangyo,판교점,37.3943,127.111,541571,300247,241324,117
2026-07-02,pangyo,판교점,37.3943,127.111,520904,215029,305875,112
2026-07-03,pangyo,판교점,37.3943,127.111,532878,222956,309922,113
2026-07-04,pangyo,판교점,37.3943,127.111,664947,365455,299492,146
2026-07-05,pangyo,판교점,37.3943,127.111,590444,243735,346709,125
2026-07-06,pangyo,판교점,37.3943,127.111,546138,226756,319382,115
2026-07-07,pangyo,판교점,37.3943,127.111,500230,208096,292134,110
2026-07-08,pangyo,판교점,37.3943,127.111,620804,249315,371489,131
2026-07-09,pangyo,판교점,37.3943,127.111,513299,192590,320709,110
2026-07-10,pangyo,판교점,37.3943,127.111,598625,246155,352470,127
2025-07-01,haeundae,부산 해운대점,35.1587,129.1603,632478,344574,287904,139
2025-07-02,haeundae,부산 해운대점,35.1587,129.1603,532980,298895,234085,116
2025-07-03,haeundae,부산 해운대점,35.1587,129.1603,542715,303052,239663,119
